pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,Length.mat,10.TM4Aligned.sortedByCoord.out.mat,11.TM5Aligned.sortedByCoord.out.mat,12.TM6Aligned.sortedByCoord.out.mat,1.TF1Aligned.sortedByCoord.out.mat,2.TF2Aligned.sortedByCoord.out.mat,3.TF3Aligned.sortedByCoord.out.mat,4.TF4Aligned.sortedByCoord.out.mat,5.TF5Aligned.sortedByCoord.out.mat,6.TF6Aligned.sortedByCoord.out.mat,7.TM1Aligned.sortedByCoord.out.mat,8.TM2Aligned.sortedByCoord.out.mat,9.TM3Aligned.sortedByCoord.out.mat,Length.pat,10.TM4Aligned.sortedByCoord.out.pat,11.TM5Aligned.sortedByCoord.out.pat,12.TM6Aligned.sortedByCoord.out.pat,1.TF1Aligned.sortedByCoord.out.pat,2.TF2Aligned.sortedByCoord.out.pat,3.TF3Aligned.sortedByCoord.out.pat,4.TF4Aligned.sortedByCoord.out.pat,5.TF5Aligned.sortedByCoord.out.pat,6.TF6Aligned.sortedByCoord.out.pat,7.TM1Aligned.sortedByCoord.out.pat,8.TM2Aligned.sortedByCoord.out.pat,9.TM3Aligned.sortedByCoord.out.pat
TX_maternal_00021150_TX_paternal_00019332,TX_maternal_00021150,TX_paternal_00019332,X,Y,248518164,15439249,248521801,15442806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224,326,321,396,212,311,359,270,175,300,305,675,415
TX_maternal_00021151_TX_paternal_00019331,TX_maternal_00021151,TX_paternal_00019331,X,Y,248533713,15426605,248534367,15427259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,0,2,4,1,2,0,2,2,3,1,0,2
TX_maternal_00021152_TX_paternal_00019328,TX_maternal_00021152,TX_paternal_00019328,X,Y,248539420,15411315,248541423,15413318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,16,13,26,20,27,14,3,6,27,14,22,21
TX_maternal_00021153_TX_paternal_00019337,TX_maternal_00021153,TX_paternal_00019337,X,Y,248545010,15588831,248548606,15592549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,27,0,0,0,0,1,0,0,0,0,2,1
TX_maternal_00021154_TX_paternal_00019327,TX_maternal_00021154,TX_paternal_00019327,X,Y,248585325,15357112,248587486,15359252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,151,133,184,92,135,112,55,17,246,115,187,104
TX_maternal_00021156_TX_paternal_00019324,TX_maternal_00021156,TX_paternal_00019324,X,Y,248597853,15345076,248600202,15347428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,34,37,51,12,27,29,28,18,31,17,64,45
TX_maternal_00021161_TX_paternal_00019322,TX_maternal_00021161,TX_paternal_00019322,X,Y,248653329,15287410,248659955,15292364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2469,2528,2474,2528,1713,2570,1754,1649,959,2119,4113,4309,2070
TX_maternal_00021164_TX_paternal_00019318,TX_maternal_00021164,TX_paternal_00019318,X,Y,248691636,15261998,248705672,15264038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00021166_TX_paternal_00019316,TX_maternal_00021166,TX_paternal_00019316,X,Y,248745991,15213456,248749909,15217373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,214,265,280,192,248,252,203,137,242,245,518,291
TX_maternal_00021168_TX_paternal_00019314,TX_maternal_00021168,TX_paternal_00019314,X,Y,248767759,15192647,248770139,15195703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,174,203,223,120,213,161,222,133,142,297,393,162
TX_maternal_00021169_TX_paternal_00019313,TX_maternal_00021169,TX_paternal_00019313,X,Y,248771672,15188298,248775139,15191764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,489,541,747,449,533,433,453,394,715,587,1006,630
TX_maternal_00021170_TX_paternal_00019312,TX_maternal_00021170,TX_paternal_00019312,X,Y,248780631,15177551,248785720,15183465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1674,1952,1679,2171,1386,2186,1590,1573,1160,1919,1627,3194,2050
TX_maternal_00021171_TX_paternal_00019311,TX_maternal_00021171,TX_paternal_00019311,X,Y,248787394,15170617,248790502,15175652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1695,2310,2023,2786,1854,2180,2367,1379,1524,2701,725,2586,2674
TX_maternal_00021174_TX_paternal_00019309,TX_maternal_00021174,TX_paternal_00019309,X,Y,248822916,15161762,248824327,15162916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00021181_TX_paternal_00019306,TX_maternal_00021181,TX_paternal_00019306,X,Y,248976068,15030499,248983961,15034705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426,166,210,304,109,128,167,84,92,188,52,452,249
TX_maternal_00021182_TX_paternal_00019305,TX_maternal_00021182,TX_paternal_00019305,X,Y,249032842,14983202,249043592,14991072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850,842,666,780,528,838,721,507,368,1068,562,1305,1301
TX_maternal_00021185_TX_paternal_00019302,TX_maternal_00021185,TX_paternal_00019302,X,Y,249085929,14879030,249088789,14886322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,63,79,119,45,61,46,25,49,78,51,187,46
TX_maternal_00021186_TX_paternal_00019301,TX_maternal_00021186,TX_paternal_00019301,X,Y,249096871,14863135,249106170,14872786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4107,330,110,91,141,92,120,94,166,171,194,412,151
TX_maternal_00021187_TX_paternal_00019298,TX_maternal_00021187,TX_paternal_00019298,X,Y,249214620,14688522,249219907,14693813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3192,184,161,270,142,202,164,131,75,350,327,364,309
TX_maternal_00021188_TX_paternal_00019297,TX_maternal_00021188,TX_paternal_00019297,X,Y,249238518,14667037,249242239,14670755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,638,695,644,684,848,573,444,283,733,622,1443,728
TX_maternal_00021190_TX_paternal_00019294,TX_maternal_00021190,TX_paternal_00019294,X,Y,249273552,14604186,249277293,14608404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934,1,1,0,0,0,0,0,0,0,0,1,0
TX_maternal_00021191_TX_paternal_00019293,TX_maternal_00021191,TX_paternal_00019293,X,Y,249281671,14600640,249282552,14601541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,77,121,166,22,39,11,272,115,38,45,35,72
TX_maternal_00021192_TX_paternal_00019290,TX_maternal_00021192,TX_paternal_00019290,X,Y,249299263,14572818,249308960,14588818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213,210,250,207,213,260,278,198,123,245,383,518,267
TX_maternal_00021193_TX_paternal_00019291,TX_maternal_00021193,TX_paternal_00019291,X,Y,249301559,14577133,249304646,14580222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787,35,21,39,25,16,47,6,16,39,5,72,19
TX_maternal_00021194_TX_paternal_00019289,TX_maternal_00021194,TX_paternal_00019289,X,Y,249319059,14565812,249323153,14569921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515,418,654,492,471,580,512,429,469,603,602,1187,439
TX_maternal_00021195_TX_paternal_00019288,TX_maternal_00021195,TX_paternal_00019288,X,Y,249323273,14553881,249349533,14562485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,255,311,305,266,138,205,200,424,255,185,1614,265
TX_maternal_00021196_TX_paternal_00019287,TX_maternal_00021196,TX_paternal_00019287,X,Y,249366436,14516754,249368778,14519580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924,266,451,393,402,525,373,396,357,313,579,755,324
TX_maternal_00021199_TX_paternal_00019284,TX_maternal_00021199,TX_paternal_00019284,X,Y,249465985,14453602,249467892,14455582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00021200_TX_paternal_00019283,TX_maternal_00021200,TX_paternal_00019283,X,Y,249481886,14437759,249483677,14439550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00021201_TX_paternal_00019282,TX_maternal_00021201,TX_paternal_00019282,X,Y,249485148,14428550,249492892,14436288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141,0,0,0,0,0,0,0,0,1,0,0,0
TX_maternal_00021205_TX_paternal_00019275,TX_maternal_00021205,TX_paternal_00019275,X,Y,249579783,14337014,249590484,14347509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2157,346,523,600,336,742,331,195,185,371,769,624,340
TX_maternal_00021206_TX_paternal_00019276,TX_maternal_00021206,TX_paternal_00019276,X,Y,249587133,14339085,249588765,14339912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,0,0,1,0,0,0,0,0,0,0,2,0
TX_maternal_00021207_TX_paternal_00019274,TX_maternal_00021207,TX_paternal_00019274,X,Y,249590898,14334034,249593424,14336567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,32,66,76,20,41,26,60,33,37,28,78,44
TX_maternal_00021210_TX_paternal_00019273,TX_maternal_00021210,TX_paternal_00019273,X,Y,249614650,14305866,249619240,14310464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579,144,258,345,132,177,142,233,102,254,476,382,236
TX_maternal_00021213_TX_paternal_00019267,TX_maternal_00021213,TX_paternal_00019267,X,Y,249655711,14230752,249675972,14235923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2526,274,185,247,150,237,156,186,119,181,304,457,162
TX_maternal_00021214_TX_paternal_00019268,TX_maternal_00021214,TX_paternal_00019268,X,Y,249666573,14237686,249668682,14239795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109,206,344,414,228,623,288,245,111,476,396,891,272
TX_maternal_00021217_TX_paternal_00019259,TX_maternal_00021217,TX_paternal_00019259,X,Y,249690551,13999314,249693484,14002926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,6,8,68,24,20,2,61,28,45,173,118,10
TX_maternal_00021218_TX_paternal_00019258,TX_maternal_00021218,TX_paternal_00019258,X,Y,249697990,13989735,249703066,13994877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512,620,367,623,634,582,477,414,419,647,657,1063,492
TX_maternal_00021219_TX_paternal_00019257,TX_maternal_00021219,TX_paternal_00019257,X,Y,249735276,13949517,249736185,13950420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,13,5,19,14,22,24,4,0,90,17,8,14
TX_maternal_00021220_TX_paternal_00019256,TX_maternal_00021220,TX_paternal_00019256,X,Y,249740462,13941912,249746590,13945919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,148,222,259,228,256,135,244,161,195,342,406,156
TX_maternal_00021222_TX_paternal_00019254,TX_maternal_00021222,TX_paternal_00019254,X,Y,249762722,13894257,249792385,13921509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554,88,14,38,38,663,2,5,24,452,279,175,15
TX_maternal_00021225_TX_paternal_00019252,TX_maternal_00021225,TX_paternal_00019252,X,Y,249799342,13875436,249802682,13882299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3097,148,124,213,136,229,129,185,113,155,358,269,163
TX_maternal_00021226_TX_paternal_00019251,TX_maternal_00021226,TX_paternal_00019251,X,Y,249809806,13869775,249812584,13871565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1586,132,20,47,13,43,129,24,316,164,0,336,76
TX_maternal_00021229_TX_paternal_00019250,TX_maternal_00021229,TX_paternal_00019250,X,Y,249831146,13864025,249831940,13864795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,619,1476,1178,1473,852,644,1535,1433,467,372,4146,910
TX_maternal_00021230_TX_paternal_00019249,TX_maternal_00021230,TX_paternal_00019249,X,Y,249835977,13844746,249847524,13856248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323,1367,2093,2083,1417,1123,825,1060,670,1269,1289,2285,683
TX_maternal_00021231_TX_paternal_00019248,TX_maternal_00021231,TX_paternal_00019248,X,Y,249930189,13827605,249930768,13828052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,17,28,15,8,14,10,29,16,12,21,15,10
TX_maternal_00021232_TX_paternal_00019247,TX_maternal_00021232,TX_paternal_00019247,X,Y,249936207,13820643,249941477,13822635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363,0,0,0,0,1,0,0,0,0,2,0,0
TX_maternal_00021233_TX_paternal_00019245,TX_maternal_00021233,TX_paternal_00019245,X,Y,249951310,13794204,249954883,13797942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683,437,300,532,280,305,287,467,344,470,547,733,457
TX_maternal_00021234_TX_paternal_00019244,TX_maternal_00021234,TX_paternal_00019244,X,Y,249975927,13781217,249987496,13792505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119,248,203,609,404,1858,1312,459,1365,206,520,7441,374
TX_maternal_00021235_TX_paternal_00019243,TX_maternal_00021235,TX_paternal_00019243,X,Y,250015893,13748496,250018674,13753959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,131,132,219,128,121,146,49,71,232,101,324,210
TX_maternal_00021238_TX_paternal_00019240,TX_maternal_00021238,TX_paternal_00019240,X,Y,250053938,13718431,250056504,13720912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917,11,4,155,6,0,14,3,0,1,1,15,17
TX_maternal_00021239_TX_paternal_00019239,TX_maternal_00021239,TX_paternal_00019239,X,Y,250058886,13711112,250066858,13716138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426,5938,4670,8964,3191,6313,4696,2729,2832,10166,2576,8944,7239
TX_maternal_00021241_TX_paternal_00019235,TX_maternal_00021241,TX_paternal_00019235,X,Y,250085706,13690404,250088440,13692239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,59,64,72,35,139,32,29,47,87,167,278,89
TX_maternal_00021242_TX_paternal_00019234,TX_maternal_00021242,TX_paternal_00019234,X,Y,250089674,13686682,250092171,13689183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,176,104,449,74,211,43,220,99,149,411,228,358
TX_maternal_00021243_TX_paternal_00019233,TX_maternal_00021243,TX_paternal_00019233,X,Y,250142185,13629847,250144473,13631672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1479,194,304,288,202,225,166,256,165,209,326,335,177
TX_maternal_00021244_TX_paternal_00019232,TX_maternal_00021244,TX_paternal_00019232,X,Y,250162933,13617548,250165589,13620178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,891,929,1352,950,915,805,468,529,1207,605,966,1329
TX_maternal_00021245_TX_paternal_00019231,TX_maternal_00021245,TX_paternal_00019231,X,Y,250181588,13601837,250182503,13604105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,55,134,112,110,43,76,167,234,67,58,98,72
TX_maternal_00021252_TX_paternal_00019227,TX_maternal_00021252,TX_paternal_00019227,X,Y,250319805,13465536,250329558,13471612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2793,461,593,579,349,638,461,255,145,546,642,1087,688
TX_maternal_00021253_TX_paternal_00019226,TX_maternal_00021253,TX_paternal_00019226,X,Y,250380176,13408846,250382456,13410709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481,463,660,912,463,697,465,316,207,685,621,1094,587
TX_maternal_00021256_TX_paternal_00019224,TX_maternal_00021256,TX_paternal_00019224,X,Y,250476988,13342341,250478892,13344270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764,2,41,0,0,39,52,99,8,0,0,21,0
TX_maternal_00021257_TX_paternal_00019223,TX_maternal_00021257,TX_paternal_00019223,X,Y,250508699,13311435,250509843,13312579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,89,37,160,17,67,68,40,26,95,16,78,133
TX_maternal_00021258_TX_paternal_00019222,TX_maternal_00021258,TX_paternal_00019222,X,Y,250515120,13302230,250519068,13306172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2066,105,98,125,83,150,100,59,62,221,231,241,159
TX_maternal_00021259_TX_paternal_00019221,TX_maternal_00021259,TX_paternal_00019221,X,Y,250523920,13290016,250531271,13297371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2637,1966,2654,2498,2102,2504,1542,2024,1629,2145,4781,3996,2323
TX_maternal_00021260_TX_paternal_00019220,TX_maternal_00021260,TX_paternal_00019220,X,Y,250539365,13277784,250543009,13282266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,26,79,74,40,67,47,50,28,50,69,107,44
TX_maternal_00021261_TX_paternal_00019219,TX_maternal_00021261,TX_paternal_00019219,X,Y,250541802,13276880,250544902,13279984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,98,64,73,58,75,55,39,26,170,49,81,38
TX_maternal_00021262_TX_paternal_00019218,TX_maternal_00021262,TX_paternal_00019218,X,Y,250544766,13275533,250546249,13277016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,36,24,36,16,34,26,4,0,53,44,33,25
TX_maternal_00021264_TX_paternal_00019216,TX_maternal_00021264,TX_paternal_00019216,X,Y,250549383,13270475,250551297,13272396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,21,30,34,6,10,20,20,1,5,0,13,12
TX_maternal_00021268_TX_paternal_00019214,TX_maternal_00021268,TX_paternal_00019214,X,Y,250578897,13212139,250596846,13216980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3658,1628,1341,2744,1118,974,1280,603,602,2293,1582,2512,2246
TX_maternal_00021269_TX_paternal_00019213,TX_maternal_00021269,TX_paternal_00019213,X,Y,250638137,13178624,250650078,13190605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475,412,590,610,372,354,292,440,444,401,876,916,396
TX_maternal_00021270_TX_paternal_00019212,TX_maternal_00021270,TX_paternal_00019212,X,Y,250670985,13151787,250671534,13162293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,94,117,125,91,83,101,103,69,38,107,228,74
TX_maternal_00021272_TX_paternal_00019209,TX_maternal_00021272,TX_paternal_00019209,X,Y,250736607,13063583,250738815,13065536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,816,1137,884,1062,891,672,738,755,1094,714,1422,813
TX_maternal_00021271_TX_paternal_00019210,TX_maternal_00021271,TX_paternal_00019210,X,Y,250731085,13069929,250734167,13073011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2115,147,187,139,75,133,72,98,52,79,85,237,92
TX_maternal_00021273_TX_paternal_00019208,TX_maternal_00021273,TX_paternal_00019208,X,Y,250739098,13062367,250740031,13063300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,1,0,0,0,7,0,0,0,0,3,2,0
TX_maternal_00021274_TX_paternal_00019207,TX_maternal_00021274,TX_paternal_00019207,X,Y,250748861,13051459,250750939,13053537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,638,588,698,552,569,636,604,500,499,428,1056,608
TX_maternal_00021275_TX_paternal_00019206,TX_maternal_00021275,TX_paternal_00019206,X,Y,250751838,13043728,250754188,13050559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3079,138,288,198,169,169,206,757,1818,186,159,294,161
TX_maternal_00021277_TX_paternal_00019205,TX_maternal_00021277,TX_paternal_00019205,X,Y,250759935,13036759,250764911,13041733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2619,246,394,519,169,265,282,230,150,454,226,720,435
TX_maternal_00021279_TX_paternal_00019203,TX_maternal_00021279,TX_paternal_00019203,X,Y,250818067,12994625,250819549,12996078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,882,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00021280_TX_paternal_00019201,TX_maternal_00021280,TX_paternal_00019201,X,Y,250857554,12939453,250859581,12941480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821,263,207,271,139,249,185,200,119,234,254,387,226
TX_maternal_00021281_TX_paternal_00019200,TX_maternal_00021281,TX_paternal_00019200,X,Y,250859768,12937373,250861661,12939266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893,215,184,247,206,358,188,43,17,451,198,209,246
TX_maternal_00021282_TX_paternal_00019199,TX_maternal_00021282,TX_paternal_00019199,X,Y,250861887,12934608,250864443,12937163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,6,6,7,6,4,7,2,4,12,6,11,10
TX_maternal_00021283_TX_paternal_00019198,TX_maternal_00021283,TX_paternal_00019198,X,Y,250865344,12920218,250866899,12921798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,132,76,139,76,113,85,54,50,122,98,193,105
TX_maternal_00021284_TX_paternal_00019197,TX_maternal_00021284,TX_paternal_00019197,X,Y,250873529,12902129,250875508,12906949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,41,101,78,138,125,107,111,44,59,112,118,50
TX_maternal_00021286_TX_paternal_00019194,TX_maternal_00021286,TX_paternal_00019194,X,Y,250956864,12838483,250960535,12842288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1249,894,868,541,1253,1074,210,237,1743,1585,1746,1552
TX_maternal_00021288_TX_paternal_00019191,TX_maternal_00021288,TX_paternal_00019191,X,Y,250979972,12805319,251017104,12811466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870,73,57,43,50,40,76,53,75,116,85,60,73
TX_maternal_00021289_TX_paternal_00019189,TX_maternal_00021289,TX_paternal_00019189,X,Y,251055947,12737022,251062126,12744487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2092,685,1063,782,902,875,1091,1042,1257,796,632,1527,984
TX_maternal_00021291_TX_paternal_00019187,TX_maternal_00021291,TX_paternal_00019187,X,Y,251072346,12721843,251076694,12726804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220,126,119,65,149,76,43,89,64,130,170,85,67
TX_maternal_00021292_TX_paternal_00019184,TX_maternal_00021292,TX_paternal_00019184,X,Y,251085877,12682281,251092816,12685028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,198,359,333,213,243,191,257,138,261,393,277,298
TX_maternal_00021293_TX_paternal_00019183,TX_maternal_00021293,TX_paternal_00019183,X,Y,251109065,12659110,251117288,12661473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00021294_TX_paternal_00019181,TX_maternal_00021294,TX_paternal_00019181,X,Y,251160478,12616735,251163829,12620391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740,9,6,11,2,0,4,2,3,12,5,11,7
TX_maternal_00021295_TX_paternal_00019180,TX_maternal_00021295,TX_paternal_00019180,X,Y,251173176,12611445,251173626,12611895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,8,6,10,1,10,10,7,5,4,9,13,8
TX_maternal_00021296_TX_paternal_00019179,TX_maternal_00021296,TX_paternal_00019179,X,Y,251175081,12608339,251176737,12609990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029,19,31,32,23,27,28,19,10,23,20,48,30
TX_maternal_00021297_TX_paternal_00019178,TX_maternal_00021297,TX_paternal_00019178,X,Y,251176806,12604064,251181041,12608279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2365,6,5,14,4,8,2,11,2,16,10,33,5
TX_maternal_00021298_TX_paternal_00019177,TX_maternal_00021298,TX_paternal_00019177,X,Y,251190911,12589810,251191606,12590505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00021299_TX_paternal_00019176,TX_maternal_00021299,TX_paternal_00019176,X,Y,251193787,12586002,251195275,12587487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,151,221,122,184,289,278,238,171,130,220,423,192
TX_maternal_00021300_TX_paternal_00019174,TX_maternal_00021300,TX_paternal_00019174,X,Y,251213057,12560099,251214500,12561860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1761,0,2,1,0,2,0,0,0,0,0,1,0
TX_maternal_00021303_TX_paternal_00019170,TX_maternal_00021303,TX_paternal_00019170,X,Y,251265510,12475495,251271364,12479340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256,777,654,927,877,1608,853,1382,852,677,1622,1858,1150
TX_maternal_00021304_TX_paternal_00019168,TX_maternal_00021304,TX_paternal_00019168,X,Y,251297127,12438798,251299071,12440742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981,202,203,277,206,272,221,65,44,163,330,369,202
TX_maternal_00021305_TX_paternal_00019167,TX_maternal_00021305,TX_paternal_00019167,X,Y,251301746,12427056,251310778,12436104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5244,3358,3605,3458,3622,3349,2596,2153,2137,2751,3477,5315,3146
TX_maternal_00021306_TX_paternal_00019166,TX_maternal_00021306,TX_paternal_00019166,X,Y,251314367,12419356,251317211,12422357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,112,144,144,92,95,98,70,69,90,91,171,108
TX_maternal_00021307_TX_paternal_00019165,TX_maternal_00021307,TX_paternal_00019165,X,Y,251317304,12417558,251319015,12419263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077,93,111,135,93,122,105,79,72,101,174,186,93
TX_maternal_00021310_TX_paternal_00019164,TX_maternal_00021310,TX_paternal_00019164,X,Y,251393886,12353104,251401466,12360826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2245,0,0,0,0,0,0,0,0,0,0,0,0
