Geneid	Chr	Start	End	Strand	Length	10.TM4Aligned.sortedByCoord.out	11.TM5Aligned.sortedByCoord.out	12.TM6Aligned.sortedByCoord.out	1.TF1Aligned.sortedByCoord.out	2.TF2Aligned.sortedByCoord.out	3.TF3Aligned.sortedByCoord.out	4.TF4Aligned.sortedByCoord.out	5.TF5Aligned.sortedByCoord.out	6.TF6Aligned.sortedByCoord.out	7.TM1Aligned.sortedByCoord.out	8.TM2Aligned.sortedByCoord.out	9.TM3Aligned.sortedByCoord.out
X_TX_00022089	X	70391413	70396347	+	4935	364	392	317	595	1219	642	688	310	848	517	733	340
X_TX_00001580	X	70407047	70409867	+	2821	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00022092	X	70429974	70435860	+	5887	243	138	201	499	603	555	494	366	464	275	441	276
X_TX_00022101	X	70857187	70859493	+	2307	1415	1143	2156	2175	2254	1698	527	719	3890	917	1778	965
X_TX_00008606	X	71110452	71112446	+	1995	21	21	31	17	22	32	17	32	27	7	29	15
X_TX_00022097	X	71115432	71120998	-	5567	81	64	108	101	132	103	102	105	201	77	150	82
X_TX_00012197	X	71176398	71177490	-	1093	0	3	1	1	0	1	0	1	1	0	0	3
X_TX_00013797	X	71189381	71189819	-	439	0	1	0	0	0	0	0	0	0	0	0	0
X_TX_00019433	X	71190016	71193819	+	3804	81	117	99	109	200	140	138	96	270	122	173	100
X_TX_00019432	X	71195011	71196459	-	1449	110	161	134	231	354	263	183	128	412	177	179	149
X_TX_00019431	X	71197092	71198338	-	1247	171	231	201	301	437	355	224	182	538	256	232	220
X_TX_00007631	X	71578213	71579656	+	1444	0	0	25	0	0	0	0	0	0	1	1	20
X_TX_00018390	X	71722680	71723891	+	1212	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00002046	X	71904032	71906594	-	2563	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020071	X	72088809	72094164	+	5356	1593	1888	2150	3200	3835	2821	2328	2505	3278	2727	3661	2267
X_TX_00017217	X	72109595	72112617	-	3023	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020069	X	72116664	72119005	+	2342	1961	2796	2493	3425	4121	4194	770	882	5076	1745	4621	1762
X_TX_00020063	X	72313421	72314793	-	1373	55	51	71	51	92	81	47	26	178	59	88	125
X_TX_00020062	X	72317369	72320769	-	3401	0	0	0	0	0	0	0	0	0	0	1	0
X_TX_00020061	X	72321244	72322134	-	891	40	0	0	0	0	0	0	0	100	2	0	0
X_TX_00020057	X	72381049	72384443	-	3395	15	64	121	121	66	91	220	132	55	3	167	90
X_TX_00020056	X	72385426	72389209	-	3784	228	305	359	285	730	321	369	134	646	325	625	303
X_TX_00020047	X	72415896	72418867	-	2972	41	12	15	11	118	16	7	23	46	120	156	44
X_TX_00020048	X	72424674	72425853	+	1180	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020049	X	72559449	72562608	-	3160	153	179	133	168	316	133	215	167	234	188	354	80
X_TX_00019330	X	72627375	72628696	+	1322	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020051	X	72696661	72699735	-	3075	185	162	251	264	388	312	137	115	595	309	421	451
X_TX_00013561	X	72726204	72730652	-	4449	0	0	1	0	0	0	0	0	1	0	2	0
X_TX_00020052	X	72733568	72736443	-	2876	2549	1556	1893	2207	4556	5161	5083	4043	3075	2107	2881	3287
X_TX_00020054	X	72741165	72742865	+	1701	0	15	50	29	7	11	8	8	0	19	43	9
X_TX_00020055	X	72742981	72745169	-	2189	841	752	1380	1726	2064	1822	940	1199	3869	477	814	1330
X_TX_00020521	X	72841091	72843886	+	2796	0	0	0	1	0	0	0	0	0	0	0	0
X_TX_00001567	X	72930000	72935327	-	5328	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019706	X	73625182	73625830	+	649	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00022901	X	73717629	73718848	+	1220	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00021769	X	73847797	73852372	+	4576	83	80	86	87	138	127	105	74	211	64	129	94
X_TX_00021770	X	73853618	73859804	-	6187	236	277	279	411	582	463	432	298	687	352	471	225
X_TX_00021771	X	73882103	73888096	+	5994	150	198	262	321	454	316	332	276	474	262	434	194
X_TX_00021772	X	73924767	73927875	+	3109	130	109	116	173	256	181	153	109	373	83	156	92
X_TX_00001265	X	73953460	73956332	-	2873	0	0	0	0	2	0	0	0	0	0	1	0
X_TX_00009866	X	74278864	74283702	-	4839	0	0	0	0	0	1	0	0	0	0	0	0
X_TX_00002006	X	74340292	74345065	-	4774	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00022817	X	74430448	74431516	-	1069	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020021	X	74447877	74448778	+	902	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020020	X	74496154	74499803	-	3650	415	594	733	1219	1452	1048	1223	1091	1185	958	1193	580
X_TX_00019897	X	74543361	74551614	+	8254	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00002376	X	74639175	74642594	+	3420	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00002047	X	74793157	74794104	+	948	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00022830	X	75554103	75556637	-	2535	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00013645	X	75563528	75568796	+	5269	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00015568	X	75700766	75702060	-	1295	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00006716	X	75927740	75930082	-	2343	0	3	0	0	0	0	0	0	0	0	0	0
X_TX_00003461	X	76895203	76900573	-	5371	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023076	X	77078932	77081616	-	2685	23	0	0	0	82	1	0	0	22	19	191	0
X_TX_00017267	X	77101693	77104826	+	3134	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00022065	X	77159522	77164411	+	4890	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00022278	X	77160345	77160908	-	564	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020475	X	77396942	77397742	+	801	0	0	0	0	2	0	2	0	2	0	0	0
X_TX_00026911	X	77409505	77415289	-	5785	1	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020477	X	77585839	77587313	-	1475	1	2	0	0	1	0	1	0	1	0	3	0
X_TX_00021966	X	77935627	77936576	+	950	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020694	X	78275846	78277616	+	1771	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00008252	X	78313152	78317143	-	3992	0	0	0	0	0	1	0	0	0	0	0	0
X_TX_00020706	X	78344519	78345641	+	1123	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00005667	X	78382079	78384613	+	2535	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020709	X	78534155	78538915	+	4761	356	555	539	543	636	569	645	431	839	201	764	429
X_TX_00020696	X	78634380	78635370	+	991	73	25	142	120	202	228	120	422	184	38	292	119
X_TX_00020697	X	78706672	78707730	+	1059	0	0	0	0	2	0	0	2	0	0	2	0
X_TX_00021759	X	78720430	78723072	+	2643	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020698	X	78811586	78812404	+	819	47	49	40	70	113	92	56	46	122	49	80	91
X_TX_00017720	X	78876833	78878935	-	2103	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00013979	X	78914184	78914804	-	621	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020703	X	78917880	78929032	-	11153	753	744	898	1629	2081	1616	1264	1112	2072	823	1574	997
X_TX_00022465	X	79099292	79103424	-	4133	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023571	X	79199885	79202658	+	2774	0	0	4	0	0	1	0	0	0	0	0	1
X_TX_00006125	X	79363166	79366201	+	3036	0	1	0	0	0	0	0	0	0	0	0	0
X_TX_00005069	X	79370655	79370859	-	205	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00008855	X	79425954	79426493	-	540	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00021767	X	79533704	79536296	+	2593	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00022872	X	79544911	79545862	+	952	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00002946	X	79555608	79556894	-	1287	0	0	0	0	0	0	0	0	0	0	1	0
X_TX_00023941	X	79763604	79765091	-	1488	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00008905	X	79807642	79809438	-	1797	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00017948	X	80157080	80159686	-	2607	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020681	X	80181508	80181849	-	342	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020680	X	80181865	80182110	-	246	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00011932	X	80192962	80194672	+	1711	0	0	0	0	0	0	0	0	0	0	1	0
X_TX_00019415	X	80401729	80402982	+	1254	30	19	1	27	38	19	56	22	25	37	15	17
X_TX_00019417	X	80403247	80404603	-	1357	3	2	16	4	2	1	3	0	1	14	14	0
X_TX_00022070	X	80663784	80665192	+	1409	0	0	0	0	0	0	0	0	1	0	0	0
X_TX_00019422	X	80695958	80696727	+	770	23	33	44	46	29	36	38	18	73	28	64	30
X_TX_00019424	X	80727371	80730279	+	2909	0	0	0	2	6	1	1	3	18	13	17	10
X_TX_00019815	X	80839325	80843203	-	3879	168	207	313	369	395	296	251	251	446	229	423	143
X_TX_00021004	X	80844188	80844449	-	262	0	0	0	0	2	0	0	0	1	0	6	0
X_TX_00016358	X	80848164	80850713	+	2550	0	1	0	0	0	0	0	0	0	0	0	0
X_TX_00019818	X	80921421	80921845	+	425	28	27	43	77	63	34	31	37	92	11	69	40
X_TX_00019819	X	80923052	80924014	+	963	642	1664	984	3040	1180	2608	2124	3700	849	240	1301	1257
X_TX_00003505	X	81078171	81086970	+	8800	0	0	0	1	0	0	0	0	0	0	0	1
X_TX_00019822	X	81214934	81217377	-	2444	118	170	320	447	374	450	386	247	317	190	277	230
X_TX_00008379	X	81255387	81255550	-	164	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019825	X	81412509	81415598	-	3090	327	387	356	563	874	511	756	614	802	650	680	327
X_TX_00019830	X	81417528	81417682	+	155	72	84	43	72	151	68	205	111	109	152	147	67
X_TX_00019838	X	81884307	81885707	-	1401	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019839	X	81886421	81886890	+	470	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019842	X	81887729	81890003	+	2275	841	297	1002	2984	2408	3294	1391	2558	1170	270	2867	1092
X_TX_00020080	X	82181442	82186372	-	4931	747	881	857	2403	1666	1673	1357	1212	2531	732	1187	830
X_TX_00007166	X	82408230	82408495	+	266	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00007167	X	82409705	82410574	+	870	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00007168	X	82410585	82411256	+	672	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00007169	X	82411294	82411671	+	378	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00016139	X	82417098	82418402	+	1305	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020077	X	82450105	82451807	+	1703	16	1	20	10	17	20	15	5	146	13	48	12
X_TX_00020076	X	82452740	82454871	-	2132	84	110	118	190	243	255	157	149	215	115	224	116
X_TX_00005161	X	82466467	82471518	+	5052	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020075	X	82554169	82556749	+	2581	53	60	93	121	144	134	152	114	122	123	74	53
X_TX_00020073	X	82557582	82562480	+	4899	151	161	143	314	387	288	378	265	426	296	272	149
X_TX_00001819	X	82600525	82602516	-	1992	1	0	0	0	0	0	0	0	0	1	0	0
X_TX_00022796	X	82648942	82650674	+	1733	49	77	85	46	93	100	71	29	257	28	156	289
X_TX_00022797	X	82659963	82661664	-	1702	139	132	117	187	266	141	178	70	397	66	277	148
X_TX_00022454	X	82705487	82709990	-	4504	1	0	0	0	0	0	0	0	1	0	0	0
X_TX_00023528	X	82911398	82914123	+	2726	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00025020	X	82926868	82929606	+	2739	2	2	0	1	0	0	3	1	0	0	0	0
X_TX_00021939	X	82986584	82987669	+	1086	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00018783	X	83089905	83094219	+	4315	0	0	0	0	0	0	0	2	0	0	0	4
X_TX_00027031	X	83310136	83310542	+	407	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00025640	X	83321218	83321269	-	52	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020454	X	83483742	83487954	+	4213	0	1	0	0	0	0	0	0	0	0	0	0
X_TX_00021925	X	83895517	83899674	+	4158	381	425	510	544	765	456	607	468	643	652	720	392
X_TX_00022240	X	84143191	84145803	+	2613	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00012648	X	84499312	84504676	-	5365	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00010804	X	84640860	84644100	-	3241	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00021930	X	84721622	84725601	+	3980	34	52	89	77	29	56	65	135	76	17	83	56
X_TX_00021931	X	84728416	84729003	-	588	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00021932	X	84739086	84742471	+	3386	79	86	162	161	189	148	275	184	180	35	163	58
X_TX_00021933	X	84745450	84746797	-	1348	19	11	27	13	25	13	11	5	49	25	34	58
X_TX_00026458	X	85073293	85074243	+	951	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023586	X	85103536	85105884	+	2349	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023054	X	85105431	85106626	-	1196	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023591	X	85117169	85119228	+	2060	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019370	X	85155484	85157865	+	2382	2944	2398	4984	3677	4461	4664	2025	3070	11924	923	3164	2987
X_TX_00025999	X	85244183	85246351	+	2169	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00011413	X	85317870	85319313	-	1444	0	0	1	0	0	0	0	0	0	5	0	0
X_TX_00010419	X	86253275	86255819	-	2545	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00007455	X	86713967	86716308	-	2342	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019390	X	87009149	87011159	-	2011	16	25	21	17	48	49	25	30	37	37	35	19
X_TX_00019389	X	87011909	87019359	-	7451	245	416	301	526	652	468	601	519	540	361	785	370
X_TX_00002980	X	87158059	87163670	+	5612	0	0	0	0	1	0	0	0	0	0	1	0
X_TX_00022445	X	87408964	87413446	-	4483	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00027470	X	87481159	87484737	+	3579	0	1	0	0	0	0	2	0	4	3	10	0
X_TX_00001848	X	87698135	87699929	-	1795	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020083	X	87743728	87744600	-	873	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00002981	X	87883832	87885720	-	1889	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00005715	X	88136029	88137917	-	1889	3	5	0	2	7	11	1	0	20	0	24	10
X_TX_00020754	X	88177826	88180683	-	2858	0	0	0	0	0	0	0	0	0	1	0	0
X_TX_00019464	X	88392221	88406485	-	14265	567	768	642	1547	2092	1129	1574	1152	1676	1206	1581	660
X_TX_00018778	X	88682231	88687499	-	5269	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020932	X	88838739	88839469	+	731	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00004164	X	88929988	88931199	-	1212	0	0	0	0	0	0	0	0	0	0	1	0
X_TX_00027849	X	88939747	88940508	-	762	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019480	X	88997966	88999676	+	1711	213	228	141	266	340	282	383	248	422	394	259	148
X_TX_00026370	X	89032660	89038646	-	5987	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00010001	X	89162081	89168533	-	6453	0	0	0	0	1	0	0	0	0	1	0	0
X_TX_00010202	X	89204569	89206167	-	1599	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00006040	X	89243612	89248316	-	4705	0	0	0	0	0	0	0	0	0	0	1	0
X_TX_00019476	X	89287238	89290370	+	3133	154	162	133	192	316	170	249	175	339	191	280	110
X_TX_00020474	X	89366637	89367658	+	1022	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019471	X	89411123	89412297	+	1175	0	0	1	0	0	0	0	1	2	0	0	0
X_TX_00013454	X	89779250	89779897	+	648	1	0	0	0	0	0	0	0	0	0	0	0
X_TX_00011496	X	89815401	89817448	+	2048	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00011687	X	89869166	89873863	+	4698	0	0	0	0	0	0	0	0	0	0	0	1
X_TX_00019931	X	90011347	90011808	-	462	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00003192	X	90018214	90023047	-	4834	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019849	X	90055899	90056680	-	782	0	1	1	1	2	0	0	0	0	0	0	0
X_TX_00023065	X	90095064	90099055	-	3992	34	18	23	28	32	52	30	27	52	19	31	31
X_TX_00021395	X	90263857	90269226	+	5370	0	0	0	0	0	0	3	0	1	0	0	0
X_TX_00006919	X	90503111	90505645	-	2535	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00006914	X	90615677	90617240	+	1564	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00022219	X	91311172	91312682	+	1511	212	163	383	237	236	353	221	263	483	43	267	294
X_TX_00022218	X	91345167	91346869	+	1703	0	0	0	2	0	6	0	0	1	0	0	12
X_TX_00022217	X	91348888	91349849	-	962	0	0	0	0	1	0	0	0	0	0	0	6
X_TX_00018924	X	91398448	91404233	+	5786	0	0	0	0	0	0	0	1	0	0	0	0
X_TX_00006068	X	91593923	91596286	+	2364	0	0	1	0	0	0	0	0	0	0	0	0
X_TX_00022214	X	91613679	91616359	+	2681	183	157	148	221	334	249	259	164	284	228	352	185
X_TX_00022213	X	91626101	91628328	+	2228	126	139	120	187	289	199	199	146	293	165	240	148
X_TX_00022212	X	91628365	91629288	+	924	52	46	49	78	131	86	71	56	127	74	84	72
X_TX_00002588	X	91660602	91661813	+	1212	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00002587	X	91660859	91662739	-	1881	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00010805	X	91966988	91967975	-	988	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019294	X	92076763	92078356	+	1594	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00000279	X	92203780	92206830	-	3051	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020103	X	92216005	92216574	-	570	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020102	X	92245539	92246552	-	1014	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020096	X	92347870	92348396	+	527	0	10	0	3	6	5	3	0	9	13	0	8
X_TX_00022791	X	92900268	92905041	+	4774	86	112	130	165	155	212	199	122	229	116	196	131
X_TX_00022790	X	92928774	92929923	-	1150	1	2	1	1	1	2	0	3	2	2	1	0
X_TX_00022785	X	93542521	93544179	+	1659	22	48	64	45	70	35	62	21	31	68	92	28
X_TX_00006976	X	94017567	94020270	+	2704	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019359	X	94855146	94861106	-	5961	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019988	X	95074582	95080357	+	5776	0	0	0	0	0	0	0	0	0	0	1	0
X_TX_00021936	X	95189165	95191050	+	1886	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019211	X	95386524	95389621	-	3098	0	0	1	0	0	0	0	0	0	0	0	0
X_TX_00001815	X	95586693	95592560	+	5868	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00006705	X	95604444	95609025	+	4582	0	0	1	0	0	0	0	0	0	0	0	0
X_TX_00006824	X	95609277	95609957	-	681	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00013132	X	95648096	95649728	+	1633	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00010203	X	95671181	95673458	-	2278	0	0	1	0	0	0	0	0	0	0	0	0
X_TX_00007322	X	95697523	95699460	+	1938	21	19	1	0	22	9	1	0	20	21	0	16
X_TX_00019752	X	95744943	95746763	+	1821	0	3	1	2	2	0	1	3	0	1	3	0
X_TX_00023386	X	95771841	95777922	+	6082	0	0	0	1	0	0	0	0	0	0	0	0
X_TX_00019628	X	95808780	95809290	-	511	0	0	0	48	0	98	37	25	0	0	2	145
X_TX_00023629	X	95845680	95848822	+	3143	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00025982	X	95935632	95936860	+	1229	0	0	0	0	0	0	0	0	0	0	1	0
X_TX_00008529	X	95963335	95969282	-	5948	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00014030	X	96123616	96125712	+	2097	0	0	0	0	0	0	0	0	0	0	0	1
X_TX_00009802	X	96209330	96209745	-	416	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00006741	X	96218435	96220807	-	2373	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00005659	X	96219571	96220065	+	495	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00002017	X	96456125	96459236	-	3112	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00001264	X	96570368	96571408	+	1041	0	0	0	0	0	0	0	0	0	3	1	0
X_TX_00011038	X	96841877	96843373	-	1497	0	2	0	0	0	0	0	0	0	0	0	0
X_TX_00015032	X	96883139	96886582	-	3444	0	0	0	0	1	0	0	0	0	0	0	0
X_TX_00020726	X	97049823	97052635	-	2813	20	18	45	25	61	43	41	42	45	40	74	54
X_TX_00013909	X	97082218	97082985	-	768	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023083	X	97242907	97243002	-	96	290	337	468	537	571	478	223	291	1111	210	339	287
X_TX_00023082	X	97249043	97250187	+	1145	0	0	0	3	0	0	1	0	8	0	0	1
X_TX_00009830	X	97262977	97268906	-	5930	2	0	0	1	0	0	1	0	1	2	0	0
X_TX_00016703	X	97356607	97357276	-	670	0	0	1	0	0	0	0	0	0	0	0	0
X_TX_00018000	X	97401832	97404720	+	2889	0	0	0	0	0	0	0	0	0	0	1	1
X_TX_00019160	X	97425278	97429702	+	4425	1014	1229	1037	1533	2242	1712	1575	1141	1708	1448	1968	1089
X_TX_00022860	X	97489201	97491136	-	1936	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019169	X	97607614	97609418	+	1805	93	115	105	164	200	168	189	154	161	92	171	116
X_TX_00019171	X	97610961	97614074	+	3114	142	213	179	427	529	469	550	356	319	219	416	231
X_TX_00022684	X	97623975	97625459	-	1485	0	2	0	0	0	0	0	0	1	1	0	0
X_TX_00022675	X	97645854	97649093	+	3240	2447	2380	3449	5115	4505	5320	3140	3042	4906	1666	8011	2467
X_TX_00019472	X	97920823	97923357	+	2535	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00011497	X	98029249	98033840	-	4592	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020501	X	98192741	98193541	+	801	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020502	X	98194236	98196578	+	2343	0	0	0	0	1	0	0	0	0	0	0	0
X_TX_00020503	X	98204330	98206412	+	2083	301	435	318	465	818	418	625	387	620	373	501	274
X_TX_00020504	X	98207275	98208072	-	798	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020584	X	98264978	98267489	+	2512	56	71	97	100	175	160	116	80	281	63	88	188
X_TX_00020674	X	98412100	98416806	+	4707	65	85	67	81	234	91	351	372	91	119	151	53
X_TX_00001627	X	98458048	98458441	-	394	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020676	X	98683123	98686290	-	3168	200	327	869	885	1015	769	881	481	903	885	447	316
X_TX_00025575	X	98734253	98734963	-	711	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019923	X	98740813	98745670	+	4858	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00025830	X	98847567	98852531	-	4965	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020683	X	98944989	98945838	+	850	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020161	X	98954214	98955111	+	898	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00002736	X	99125063	99128304	-	3242	0	0	0	0	0	0	0	0	0	0	1	0
X_TX_00020686	X	99166516	99167963	+	1448	4	14	2	8	36	18	265	35	4	9	18	4
X_TX_00020687	X	99168319	99173201	-	4883	15	16	49	21	9	27	15	17	35	10	44	30
X_TX_00020689	X	99202257	99204487	+	2231	14	6	56	20	3	9	1	5	20	1	46	34
X_TX_00020690	X	99221781	99249687	+	27907	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020635	X	99416638	99421306	+	4669	629	676	1057	1529	1593	1336	1145	1221	1962	572	920	591
X_TX_00020636	X	99484811	99488983	-	4173	314	266	326	495	661	533	435	214	477	467	457	294
X_TX_00020637	X	99509906	99509950	-	45	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023593	X	99513248	99514177	+	930	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023594	X	99514444	99515354	+	911	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023595	X	99520973	99521926	-	954	15	7	21	11	16	13	31	8	19	7	13	9
X_TX_00023596	X	99530964	99533296	-	2333	34	52	91	142	107	111	28	15	127	46	91	83
X_TX_00020641	X	99565715	99566796	+	1082	2	3	3	0	3	6	6	4	2	2	6	1
X_TX_00020645	X	99612508	99614135	-	1628	38	65	88	84	109	99	120	73	59	68	98	51
X_TX_00020647	X	99736954	99739842	-	2889	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00020648	X	99740032	99742679	+	2648	341	431	459	851	786	670	818	804	1096	573	780	397
X_TX_00020649	X	99743238	99745845	-	2608	121	200	249	287	474	206	441	187	267	269	328	135
X_TX_00020651	X	99938437	99939251	+	815	7	1	6	3	8	3	7	9	15	8	10	2
X_TX_00020652	X	99976276	99978520	+	2245	243	142	221	198	272	258	148	78	560	192	277	302
X_TX_00020653	X	99978520	99979318	-	799	109	63	29	64	153	71	27	46	38	71	46	64
X_TX_00020657	X	100100445	100104917	+	4473	144	250	206	741	884	794	933	676	805	194	371	185
X_TX_00010321	X	100128122	100131621	-	3500	0	0	0	0	0	0	0	0	0	0	2	0
X_TX_00006664	X	100131499	100133007	-	1509	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019283	X	100160276	100161393	-	1118	17	14	10	31	48	13	38	4	46	15	50	16
X_TX_00019627	X	100254520	100256728	+	2209	0	0	0	0	0	0	0	0	1	0	0	0
X_TX_00019282	X	100342835	100344750	-	1916	29	24	25	32	88	43	16	16	91	34	99	43
X_TX_00019281	X	100345583	100348706	+	3124	37	90	96	126	125	140	133	78	187	52	99	77
X_TX_00025660	X	100371687	100376385	-	4699	0	1	0	0	0	0	1	1	0	0	0	0
X_TX_00012088	X	100430321	100433112	+	2792	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00023224	X	100433426	100438673	-	5248	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00019279	X	100531821	100534374	+	2554	1325	932	918	1397	3556	1672	1455	1140	2556	1815	2372	974
X_TX_00019278	X	100542165	100544482	+	2318	0	0	0	0	3	0	1	1	0	0	0	0
X_TX_00020473	X	100652159	100652930	-	772	0	0	0	0	0	0	0	0	0	0	0	0
X_TX_00021857	X	100964438	100967219	+	2782	39	60	56	143	107	91	183	105	147	136	152	52
X_TX_00021869	X	101103110	101104307	+	1198	123	75	132	100	250	131	95	62	219	241	175	133
