pgID,pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,id_tx_mat_fix,id_tx_pat_fix,length.mat,Rh_02.mat,length.pat,Rh_02.pat
10639,NChap2_final_00024586-RA_NChap2_final_00024586-RA,NChap2_final_00024586-RA,NChap2_final_00024586-RA,X,Y,246298498,17571824,246299941,17573266,X_TX_00024586,TX_00024586,NA,NA,1442,1940
10641,NChap2_final_00024587-RA_NChap2_final_00024587-RA,NChap2_final_00024587-RA,NChap2_final_00024587-RA,X,Y,246302699,17556439,246303902,17557643,X_TX_00024587,TX_00024587,NA,NA,1204,2638
10642,NChap2_final_00024588-RA_NChap2_final_00024588-RA,NChap2_final_00024588-RA,NChap2_final_00024588-RA,X,Y,246322850,17530323,246336661,17535528,X_TX_00024588,TX_00024588,NA,NA,5205,1
10643,NChap2_final_00024589-RA_NChap2_final_00024589-RA,NChap2_final_00024589-RA,NChap2_final_00024589-RA,X,Y,246340825,17510392,246355376,17524202,X_TX_00024589,TX_00024589,NA,NA,13810,1766
10645,NChap2_final_00024590-RA_NChap2_final_00024590-RA,NChap2_final_00024590-RA,NChap2_final_00024590-RA,X,Y,246360548,17491743,246373837,17505226,X_TX_00024590,TX_00024590,NA,NA,13483,267
10646,NChap2_final_00024591-RA_NChap2_final_00024591-RA,NChap2_final_00024591-RA,NChap2_final_00024591-RA,X,Y,246375471,17488921,246377037,17490487,X_TX_00024591,TX_00024591,NA,NA,1566,0
10648,NChap2_final_00024592-RA_NChap2_final_00024592-RA,NChap2_final_00024592-RA,NChap2_final_00024592-RA,X,Y,246394673,17483289,246399599,17488465,X_TX_00024592,TX_00024592,NA,NA,5176,2306
10654,NChap2_final_00024594-RA_NChap2_final_00024594-RA,NChap2_final_00024594-RA,NChap2_final_00024594-RA,X,Y,246436506,17425263,246441324,17431413,X_TX_00024594,TX_00024594,NA,NA,6150,223
10657,NChap2_final_00024595-RA_NChap2_final_00024595-RA,NChap2_final_00024595-RA,NChap2_final_00024595-RA,X,Y,246447742,17413872,246452937,17419065,X_TX_00024595,TX_00024595,NA,NA,5193,523
10660,NChap2_final_00024596-RA_NChap2_final_00024596-RA,NChap2_final_00024596-RA,NChap2_final_00024596-RA,X,Y,246453014,17410175,246456630,17413794,X_TX_00024596,TX_00024596,NA,NA,3619,0
10662,NChap2_final_00024597-RA_NChap2_final_00024597-RA,NChap2_final_00024597-RA,NChap2_final_00024597-RA,X,Y,246458901,17403466,246463338,17407902,X_TX_00024597,TX_00024597,NA,NA,4436,1297
10667,NChap2_final_00024598-RA_NChap2_final_00024598-RA,NChap2_final_00024598-RA,NChap2_final_00024598-RA,X,Y,246500955,17348202,246512440,17359683,X_TX_00024598,TX_00024598,NA,NA,11481,2160
10671,NChap2_final_00024599-RA_NChap2_final_00024599-RA,NChap2_final_00024599-RA,NChap2_final_00024599-RA,X,Y,246572519,17275543,246577907,17280930,X_TX_00024599,TX_00024599,NA,NA,5387,30
10672,NChap2_final_00024600-RA_NChap2_final_00024600-RA,NChap2_final_00024600-RA,NChap2_final_00024600-RA,X,Y,246578105,17270996,246582455,17275345,X_TX_00024600,TX_00024600,NA,NA,4349,766
10676,NChap2_final_00024601-RA_NChap2_final_00024601-RA,NChap2_final_00024601-RA,NChap2_final_00024601-RA,X,Y,246629956,17209300,246634717,17214046,X_TX_00024601,TX_00024601,NA,NA,4746,83
10677,NChap2_final_00024602-RA_NChap2_final_00024602-RA,NChap2_final_00024602-RA,NChap2_final_00024602-RA,X,Y,246635475,17203929,246640057,17208539,X_TX_00024602,TX_00024602,NA,NA,4610,1789
10678,NChap2_final_00024603-RA_NChap2_final_00024603-RA,NChap2_final_00024603-RA,NChap2_final_00024603-RA,X,Y,246641009,17196300,246647382,17202984,X_TX_00024603,TX_00024603,NA,NA,6684,2450
10680,NChap2_final_00024604-RA_NChap2_final_00024604-RA,NChap2_final_00024604-RA,NChap2_final_00024604-RA,X,Y,246679115,17148973,246683525,17153381,X_TX_00024604,TX_00024604,NA,NA,4408,1837
10681,NChap2_final_00024605-RA_NChap2_final_00024605-RA,NChap2_final_00024605-RA,NChap2_final_00024605-RA,X,Y,246697951,17139354,246700457,17141857,X_TX_00024605,TX_00024605,NA,NA,2503,5193
10686,NChap2_final_00024606-RA_NChap2_final_00024606-RA,NChap2_final_00024606-RA,NChap2_final_00024606-RA,X,Y,246703197,17132744,246706920,17136454,X_TX_00024606,TX_00024606,NA,NA,3710,5069
10687,NChap2_final_00024607-RA_NChap2_final_00024607-RA,NChap2_final_00024607-RA,NChap2_final_00024607-RA,X,Y,246708434,17125780,246713909,17131255,X_TX_00024607,TX_00024607,NA,NA,5475,628
10688,NChap2_final_00024608-RA_NChap2_final_00024608-RA,NChap2_final_00024608-RA,NChap2_final_00024608-RA,X,Y,246715403,17119806,246719901,17124303,X_TX_00024608,TX_00024608,NA,NA,4497,764
10689,NChap2_final_00024609-RA_NChap2_final_00024609-RA,NChap2_final_00024609-RA,NChap2_final_00024609-RA,X,Y,246725413,17108786,246732161,17115354,X_TX_00024609,TX_00024609,NA,NA,6568,2324
10693,NChap2_final_00024610-RA_NChap2_final_00024610-RA,NChap2_final_00024610-RA,NChap2_final_00024610-RA,X,Y,246752486,17085649,246754494,17087644,X_TX_00024610,TX_00024610,NA,NA,1995,326
10694,NChap2_final_00024611-RA_NChap2_final_00024611-RA,NChap2_final_00024611-RA,NChap2_final_00024611-RA,X,Y,246786170,17053364,246790153,17057346,X_TX_00024611,TX_00024611,NA,NA,3982,526
10697,NChap2_final_00024612-RA_NChap2_final_00024612-RA,NChap2_final_00024612-RA,NChap2_final_00024612-RA,X,Y,246792895,17050304,246793512,17050921,X_TX_00024612,TX_00024612,NA,NA,617,3241
10703,NChap2_final_00024613-RA_NChap2_final_00024613-RA,NChap2_final_00024613-RA,NChap2_final_00024613-RA,X,Y,246853369,16988717,246854818,16990151,X_TX_00024613,TX_00024613,NA,NA,1434,0
10707,NChap2_final_00024614-RA_NChap2_final_00024614-RA,NChap2_final_00024614-RA,NChap2_final_00024614-RA,X,Y,246874441,16980363,246874681,16980603,X_TX_00024614,TX_00024614,NA,NA,240,0
10711,NChap2_final_00024615-RA_NChap2_final_00024615-RA,NChap2_final_00024615-RA,NChap2_final_00024615-RA,X,Y,246932548,16916974,246943800,16927514,X_TX_00024615,TX_00024615,NA,NA,10540,5731
10713,NChap2_final_00024617-RA_NChap2_final_00024617-RA,NChap2_final_00024617-RA,NChap2_final_00024617-RA,X,Y,246964298,16871728,246989042,16896451,X_TX_00024617,TX_00024617,NA,NA,24723,14404
10715,NChap2_final_00024618-RA_NChap2_final_00024618-RA,NChap2_final_00024618-RA,NChap2_final_00024618-RA,X,Y,246989805,16867477,246993049,16870969,X_TX_00024618,TX_00024618,NA,NA,3492,1492
10716,NChap2_final_00024619-RA_NChap2_final_00024619-RA,NChap2_final_00024619-RA,NChap2_final_00024619-RA,X,Y,246995825,16857753,247002767,16864697,X_TX_00024619,TX_00024619,NA,NA,6944,796
10720,NChap2_final_00024620-RA_NChap2_final_00024620-RA,NChap2_final_00024620-RA,NChap2_final_00024620-RA,X,Y,247048892,16802079,247053758,16806922,X_TX_00024620,TX_00024620,NA,NA,4843,2563
10721,NChap2_final_00024621-RA_NChap2_final_00024621-RA,NChap2_final_00024621-RA,NChap2_final_00024621-RA,X,Y,247054898,16793012,247062840,16800944,X_TX_00024621,TX_00024621,NA,NA,7932,1864
10722,NChap2_final_00024622-RA_NChap2_final_00024622-RA,NChap2_final_00024622-RA,NChap2_final_00024622-RA,X,Y,247063323,16791039,247064823,16792539,X_TX_00024622,TX_00024622,NA,NA,1500,809
10724,NChap2_final_00024623-RA_NChap2_final_00024623-RA,NChap2_final_00024623-RA,NChap2_final_00024623-RA,X,Y,247066610,16786875,247068349,16788649,X_TX_00024623,TX_00024623,NA,NA,1774,33268
10734,NChap2_final_00024628-RA_NChap2_final_00024628-RA,NChap2_final_00024628-RA,NChap2_final_00024628-RA,X,Y,247133312,16717237,247134316,16718240,X_TX_00024628,TX_00024628,NA,NA,1003,0
10737,NChap2_final_00024629-RA_NChap2_final_00024629-RA,NChap2_final_00024629-RA,NChap2_final_00024629-RA,X,Y,247135525,16673169,247139763,16677413,X_TX_00024629,TX_00024629,NA,NA,4244,1842
10741,NChap2_final_00024630-RA_NChap2_final_00024630-RA,NChap2_final_00024630-RA,NChap2_final_00024630-RA,X,Y,247189162,16652504,247194389,16657759,X_TX_00024630,TX_00024630,NA,NA,5255,211
10742,NChap2_final_00024631-RA_NChap2_final_00024631-RA,NChap2_final_00024631-RA,NChap2_final_00024631-RA,X,Y,247195556,16648968,247197913,16651332,X_TX_00024631,TX_00024631,NA,NA,2364,1851
10743,NChap2_final_00024632-RA_NChap2_final_00024632-RA,NChap2_final_00024632-RA,NChap2_final_00024632-RA,X,Y,247211429,16639259,247218321,16646243,X_TX_00024632,TX_00024632,NA,NA,6984,26
10752,NChap2_final_00024634-RA_NChap2_final_00024634-RA,NChap2_final_00024634-RA,NChap2_final_00024634-RA,X,Y,247292105,16559135,247298680,16565534,X_TX_00024634,TX_00024634,NA,NA,6399,5885
10753,NChap2_final_00024635-RA_NChap2_final_00024635-RA,NChap2_final_00024635-RA,NChap2_final_00024635-RA,X,Y,247418596,16496569,247426762,16504361,X_TX_00024635,TX_00024635,NA,NA,7792,2085
10755,NChap2_final_00024636-RA_NChap2_final_00024636-RA,NChap2_final_00024636-RA,NChap2_final_00024636-RA,X,Y,247463032,16455630,247468351,16460548,X_TX_00024636,TX_00024636,NA,NA,4918,851
10759,NChap2_final_00024637-RA_NChap2_final_00024637-RA,NChap2_final_00024637-RA,NChap2_final_00024637-RA,X,Y,247500016,16420026,247500449,16420459,X_TX_00024637,TX_00024637,NA,NA,433,0
10764,NChap2_final_00024638-RA_NChap2_final_00024638-RA,NChap2_final_00024638-RA,NChap2_final_00024638-RA,X,Y,247506325,16412601,247507120,16413397,X_TX_00024638,TX_00024638,NA,NA,796,1
10765,NChap2_final_00024639-RA_NChap2_final_00024639-RA,NChap2_final_00024639-RA,NChap2_final_00024639-RA,X,Y,247509439,16408743,247510970,16410274,X_TX_00024639,TX_00024639,NA,NA,1531,0
10768,NChap2_final_00024640-RA_NChap2_final_00013942-RA,NChap2_final_00024640-RA,NChap2_final_00013942-RA,X,Y,247516001,16397522,247521481,16402644,X_TX_00024640,TX_00013942,NA,NA,5122,3028
10775,NChap2_final_00024643-RA_NChap2_final_00024643-RA,NChap2_final_00024643-RA,NChap2_final_00024643-RA,X,Y,247562706,16376267,247562980,16376541,X_TX_00024643,TX_00024643,NA,NA,274,0
10777,NChap2_final_00024644-RA_NChap2_final_00024644-RA,NChap2_final_00024644-RA,NChap2_final_00024644-RA,X,Y,247573414,16373418,247574561,16374562,X_TX_00024644,TX_00024644,NA,NA,1144,33
10792,NChap2_final_00024647-RA_NChap2_final_00024647-RA,NChap2_final_00024647-RA,NChap2_final_00024647-RA,X,Y,247719473,16225634,247721745,16227897,X_TX_00024647,TX_00024647,NA,NA,2263,191
10793,NChap2_final_00024648-RA_NChap2_final_00024648-RA,NChap2_final_00024648-RA,NChap2_final_00024648-RA,X,Y,247741318,16201926,247745960,16206016,X_TX_00024648,TX_00024648,NA,NA,4090,1237
10795,NChap2_final_00024649-RA_NChap2_final_00024649-RA,NChap2_final_00024649-RA,NChap2_final_00024649-RA,X,Y,247751058,16192560,247755353,16196855,X_TX_00024649,TX_00024649,NA,NA,4295,539
10799,NChap2_final_00024650-RA_NChap2_final_00024650-RA,NChap2_final_00024650-RA,NChap2_final_00024650-RA,X,Y,247771219,16166203,247780590,16176130,X_TX_00024650,TX_00024650,NA,NA,9927,791
10801,NChap2_final_00024651-RA_NChap2_final_00024651-RA,NChap2_final_00024651-RA,NChap2_final_00024651-RA,X,Y,247781299,16161580,247785222,16165494,X_TX_00024651,TX_00024651,NA,NA,3914,1239
10802,NChap2_final_00024652-RA_NChap2_final_00024652-RA,NChap2_final_00024652-RA,NChap2_final_00024652-RA,X,Y,247785905,16158718,247788076,16160889,X_TX_00024652,TX_00024652,NA,NA,2171,56
10804,NChap2_final_00024653-RA_NChap2_final_00024653-RA,NChap2_final_00024653-RA,NChap2_final_00024653-RA,X,Y,247803767,16121342,247811354,16129570,X_TX_00024653,TX_00024653,NA,NA,8228,501
10811,NChap2_final_00024654-RA_NChap2_final_00024654-RA,NChap2_final_00024654-RA,NChap2_final_00024654-RA,X,Y,247824447,16101139,247828184,16104864,X_TX_00024654,TX_00024654,NA,NA,3725,2169
10815,NChap2_final_00024655-RA_NChap2_final_00024655-RA,NChap2_final_00024655-RA,NChap2_final_00024655-RA,X,Y,247831370,16096057,247833367,16097932,X_TX_00024655,TX_00024655,NA,NA,1875,65
10818,NChap2_final_00024657-RA_NChap2_final_00024657-RA,NChap2_final_00024657-RA,NChap2_final_00024657-RA,X,Y,247851473,16076725,247852866,16078118,X_TX_00024657,TX_00024657,NA,NA,1393,0
10824,NChap2_final_00024659-RA_NChap2_final_00024659-RA,NChap2_final_00024659-RA,NChap2_final_00024659-RA,X,Y,247863245,16060127,247870168,16067070,X_TX_00024659,TX_00024659,NA,NA,6943,2449
10826,NChap2_final_00024660-RA_NChap2_final_00024660-RA,NChap2_final_00024660-RA,NChap2_final_00024660-RA,X,Y,247882966,16032925,247888439,16038414,X_TX_00024660,TX_00024660,NA,NA,5489,0
10829,NChap2_final_00024661-RA_NChap2_final_00024661-RA,NChap2_final_00024661-RA,NChap2_final_00024661-RA,X,Y,247903934,15995379,247908567,16000013,X_TX_00024661,TX_00024661,NA,NA,4634,1340
10832,NChap2_final_00024662-RA_NChap2_final_00024662-RA,NChap2_final_00024662-RA,NChap2_final_00024662-RA,X,Y,247914990,15975418,247929265,15989702,X_TX_00024662,TX_00024662,NA,NA,14284,1237
10836,NChap2_final_00024663-RA_NChap2_final_00024663-RA,NChap2_final_00024663-RA,NChap2_final_00024663-RA,X,Y,247936925,15970397,247940330,15973793,X_TX_00024663,TX_00024663,NA,NA,3396,1014
10839,NChap2_final_00024664-RA_NChap2_final_00024664-RA,NChap2_final_00024664-RA,NChap2_final_00024664-RA,X,Y,247967306,15937404,247968654,15938753,X_TX_00024664,TX_00024664,NA,NA,1349,72
10840,NChap2_final_00024665-RA_NChap2_final_00024665-RA,NChap2_final_00024665-RA,NChap2_final_00024665-RA,X,Y,247981568,15916492,247984243,15919166,X_TX_00024665,TX_00024665,NA,NA,2674,1819
10849,NChap2_final_00024666-RA_NChap2_final_00024666-RA,NChap2_final_00024666-RA,NChap2_final_00024666-RA,X,Y,248024770,15870849,248030055,15875933,X_TX_00024666,TX_00024666,NA,NA,5084,24
10851,NChap2_final_00024667-RA_NChap2_final_00024667-RA,NChap2_final_00024667-RA,NChap2_final_00024667-RA,X,Y,248037442,15859172,248043260,15864952,X_TX_00024667,TX_00024667,NA,NA,5780,1521
10855,NChap2_final_00024668-RA_NChap2_final_00024668-RA,NChap2_final_00024668-RA,NChap2_final_00024668-RA,X,Y,248044145,15853244,248049166,15858269,X_TX_00024668,TX_00024668,NA,NA,5025,1556
10856,NChap2_final_00024669-RA_NChap2_final_00024669-RA,NChap2_final_00024669-RA,NChap2_final_00024669-RA,X,Y,248050817,15849721,248052264,15851172,X_TX_00024669,TX_00024669,NA,NA,1451,2306
10857,NChap2_final_00024670-RA_NChap2_final_00024670-RA,NChap2_final_00024670-RA,NChap2_final_00024670-RA,X,Y,248054069,15841000,248060295,15847182,X_TX_00024670,TX_00024670,NA,NA,6182,7279
10858,NChap2_final_00024671-RA_NChap2_final_00024671-RA,NChap2_final_00024671-RA,NChap2_final_00024671-RA,X,Y,248063064,15823525,248064438,15824899,X_TX_00024671,TX_00024671,NA,NA,1374,0
10867,NChap2_final_00024674-RA_NChap2_final_00024674-RA,NChap2_final_00024674-RA,NChap2_final_00024674-RA,X,Y,248081016,15781571,248085662,15785355,X_TX_00024674,TX_00024674,NA,NA,3784,1
10873,NChap2_final_00024676-RA_NChap2_final_00024676-RA,NChap2_final_00024676-RA,NChap2_final_00024676-RA,X,Y,248143094,15720765,248144084,15721747,X_TX_00024676,TX_00024676,NA,NA,982,55
10875,NChap2_final_00024677-RA_NChap2_final_00024677-RA,NChap2_final_00024677-RA,NChap2_final_00024677-RA,X,Y,248165037,15710376,248167894,15713907,X_TX_00024677,TX_00024677,NA,NA,3531,1406
10876,NChap2_final_00024678-RA_NChap2_final_00024678-RA,NChap2_final_00024678-RA,NChap2_final_00024678-RA,X,Y,248175292,15705908,248175651,15706269,X_TX_00024678,TX_00024678,NA,NA,361,0
10877,NChap2_final_00024679-RA_NChap2_final_00024679-RA,NChap2_final_00024679-RA,NChap2_final_00024679-RA,X,Y,248184286,15693455,248188201,15697678,X_TX_00024679,TX_00024679,NA,NA,4223,3235
10879,NChap2_final_00024680-RA_NChap2_final_00024680-RA,NChap2_final_00024680-RA,NChap2_final_00024680-RA,X,Y,248188850,15689378,248192236,15692807,X_TX_00024680,TX_00024680,NA,NA,3429,2745
10882,NChap2_final_00024681-RA_NChap2_final_00024681-RA,NChap2_final_00024681-RA,NChap2_final_00024681-RA,X,Y,248354693,15630016,248374353,15635513,X_TX_00024681,TX_00024681,NA,NA,5497,0
10885,NChap2_final_00024682-RA_NChap2_final_00024682-RA,NChap2_final_00024682-RA,NChap2_final_00024682-RA,X,Y,248377867,15622140,248381092,15625365,X_TX_00024682,TX_00024682,NA,NA,3225,5453
10897,NChap2_final_00024685-RA_NChap2_final_00024685-RA,NChap2_final_00024685-RA,NChap2_final_00024685-RA,X,Y,248459758,15533146,248462219,15535603,X_TX_00024685,TX_00024685,NA,NA,2457,137
10902,NChap2_final_00024686-RA_NChap2_final_00024686-RA,NChap2_final_00024686-RA,NChap2_final_00024686-RA,X,Y,248492354,15460255,248497880,15465795,X_TX_00024686,TX_00024686,NA,NA,5540,166
10908,NChap2_final_00024688-RA_NChap2_final_00024688-RA,NChap2_final_00024688-RA,NChap2_final_00024688-RA,X,Y,248518197,15439172,248521795,15442773,X_TX_00024688,TX_00024688,NA,NA,3601,1534
10912,NChap2_final_00024689-RA_NChap2_final_00024689-RA,NChap2_final_00024689-RA,NChap2_final_00024689-RA,X,Y,248539420,15411271,248541467,15413318,X_TX_00024689,TX_00024689,NA,NA,2047,72
10921,NChap2_final_00024690-RA_NChap2_final_00024690-RA,NChap2_final_00024690-RA,NChap2_final_00024690-RA,X,Y,248585325,15357201,248587395,15359252,X_TX_00024690,TX_00024690,NA,NA,2051,225
10925,NChap2_final_00024691-RA_NChap2_final_00024691-RA,NChap2_final_00024691-RA,NChap2_final_00024691-RA,X,Y,248597831,15345089,248600189,15347450,X_TX_00024691,TX_00024691,NA,NA,2361,348
10931,NChap2_final_00024697-RA_NChap2_final_00024697-RA,NChap2_final_00024697-RA,NChap2_final_00024697-RA,X,Y,248755081,15207153,248755920,15207992,X_TX_00024697,TX_00024697,NA,NA,839,5
10933,NChap2_final_00024693-RA_NChap2_final_00024693-RA,NChap2_final_00024693-RA,NChap2_final_00024693-RA,X,Y,248653329,15272043,248662030,15292364,X_TX_00024693,TX_00024693,NA,NA,20321,7166
10936,NChap2_final_00024694-RA_NChap2_final_00024694-RA,NChap2_final_00024694-RA,NChap2_final_00024694-RA,X,Y,248692296,15261935,248698833,15287380,X_TX_00024694,TX_00024694,NA,NA,25445,8
10940,NChap2_final_00024695-RA_NChap2_final_00024695-RA,NChap2_final_00024695-RA,NChap2_final_00024695-RA,X,Y,248698461,15267728,248699675,15269047,X_TX_00024695,TX_00024695,NA,NA,1319,0
10941,NChap2_final_00024696-RA_NChap2_final_00024696-RA,NChap2_final_00024696-RA,NChap2_final_00024696-RA,X,Y,248746251,15213456,248749909,15217113,X_TX_00024696,TX_00024696,NA,NA,3657,1171
10945,NChap2_final_00024698-RA_NChap2_final_00024698-RA,NChap2_final_00024698-RA,NChap2_final_00024698-RA,X,Y,248759744,15197755,248765298,15203322,X_TX_00024698,TX_00024698,NA,NA,5567,540
10946,NChap2_final_00024699-RA_NChap2_final_00024699-RA,NChap2_final_00024699-RA,NChap2_final_00024699-RA,X,Y,248767531,15192710,248770716,15195878,X_TX_00024699,TX_00024699,NA,NA,3168,1590
10949,NChap2_final_00024701-RA_NChap2_final_00024701-RA,NChap2_final_00024701-RA,NChap2_final_00024701-RA,X,Y,248780571,15177551,248785720,15182694,X_TX_00024701,TX_00024701,NA,NA,5143,8837
10951,NChap2_final_00024702-RA_NChap2_final_00024702-RA,NChap2_final_00024702-RA,NChap2_final_00024702-RA,X,Y,248787447,15172822,248790214,15175599,X_TX_00024702,TX_00024702,NA,NA,2777,604
10952,NChap2_final_00024703-RA_NChap2_final_00024703-RA,NChap2_final_00024703-RA,NChap2_final_00024703-RA,X,Y,248791857,15170617,248792652,15171412,X_TX_00024703,TX_00024703,NA,NA,795,3714
10964,NChap2_final_00024707-RA_NChap2_final_00024707-RA,NChap2_final_00024707-RA,NChap2_final_00024707-RA,X,Y,248918594,15091212,248923249,15095855,X_TX_00024707,TX_00024707,NA,NA,4643,212
10968,NChap2_final_00024708-RA_NChap2_final_00024708-RA,NChap2_final_00024708-RA,NChap2_final_00024708-RA,X,Y,248945377,15068375,248946070,15069068,X_TX_00024708,TX_00024708,NA,NA,693,0
10972,NChap2_final_00028253-RA_NChap2_final_00028253-RA,NChap2_final_00028253-RA,NChap2_final_00028253-RA,X,Y,248969894,15041832,248972637,15044575,X_TX_00028253,TX_00028253,NA,NA,2743,0
10974,NChap2_final_00024709-RA_NChap2_final_00024709-RA,NChap2_final_00024709-RA,NChap2_final_00024709-RA,X,Y,248979766,15030408,248984052,15034698,X_TX_00024709,TX_00024709,NA,NA,4290,228
10976,NChap2_final_00024710-RA_NChap2_final_00024710-RA,NChap2_final_00024710-RA,NChap2_final_00024710-RA,X,Y,249032842,14983503,249040103,14991072,X_TX_00024710,TX_00024710,NA,NA,7569,3444
10980,NChap2_final_00024711-RA_NChap2_final_00024711-RA,NChap2_final_00024711-RA,NChap2_final_00024711-RA,X,Y,249085929,14882830,249088575,14885478,X_TX_00024711,TX_00024711,NA,NA,2648,313
10981,NChap2_final_00024712-RA_NChap2_final_00024712-RA,NChap2_final_00024712-RA,NChap2_final_00024712-RA,X,Y,249096868,14863135,249106360,14872786,X_TX_00024712,TX_00024712,NA,NA,9651,90
10985,NChap2_final_00024715-RA_NChap2_final_00024715-RA,NChap2_final_00024715-RA,NChap2_final_00024715-RA,X,Y,249144074,14801776,249144730,14802432,X_TX_00024715,TX_00024715,NA,NA,656,0
10990,NChap2_final_00024713-RA_NChap2_final_00024713-RA,NChap2_final_00024713-RA,NChap2_final_00024713-RA,X,Y,249202328,14712261,249202683,14712616,X_TX_00024713,TX_00024713,NA,NA,355,0
10992,NChap2_final_00024716-RA_NChap2_final_00024716-RA,NChap2_final_00024716-RA,NChap2_final_00024716-RA,X,Y,249214620,14688816,249219613,14693813,X_TX_00024716,TX_00024716,NA,NA,4997,783
10994,NChap2_final_00024717-RA_NChap2_final_00024717-RA,NChap2_final_00024717-RA,NChap2_final_00024717-RA,X,Y,249238187,14667252,249242024,14671086,X_TX_00024717,TX_00024717,NA,NA,3834,1928
11036,NChap2_final_00024718-RA_NChap2_final_00024718-RA,NChap2_final_00024718-RA,NChap2_final_00024718-RA,X,Y,249273779,14604186,249277293,14608404,X_TX_00024718,TX_00024718,NA,NA,4218,0
11042,NChap2_final_00024719-RA_NChap2_final_00024719-RA,NChap2_final_00024719-RA,NChap2_final_00024719-RA,X,Y,249281624,14600640,249282552,14601588,X_TX_00024719,TX_00024719,NA,NA,948,8045
11048,NChap2_final_00024720-RA_NChap2_final_00024720-RA,NChap2_final_00024720-RA,NChap2_final_00024720-RA,X,Y,249301417,14577133,249304646,14580535,X_TX_00024720,TX_00024720,NA,NA,3402,6
11049,NChap2_final_00024721-RA_NChap2_final_00024721-RA,NChap2_final_00024721-RA,NChap2_final_00024721-RA,X,Y,249304902,14572826,249308952,14576877,X_TX_00024721,TX_00024721,NA,NA,4051,2487
11050,NChap2_final_00024722-RA_NChap2_final_00024722-RA,NChap2_final_00024722-RA,NChap2_final_00024722-RA,X,Y,249319059,14565802,249323163,14569921,X_TX_00024722,TX_00024722,NA,NA,4119,3238
11051,NChap2_final_00024723-RA_NChap2_final_00024723-RA,NChap2_final_00024723-RA,NChap2_final_00024723-RA,X,Y,249335036,14553794,249335662,14554290,X_TX_00024723,TX_00024723,NA,NA,496,0
11057,NChap2_final_00024725-RA_NChap2_final_00024725-RA,NChap2_final_00024725-RA,NChap2_final_00024725-RA,X,Y,249366444,14516754,249368778,14519574,X_TX_00024725,TX_00024725,NA,NA,2820,1997
11060,NChap2_final_00024726-RA_NChap2_final_00024726-RA,NChap2_final_00024726-RA,NChap2_final_00024726-RA,X,Y,249386871,14501191,249390847,14505129,X_TX_00024726,TX_00024726,NA,NA,3938,0
11064,NChap2_final_00024727-RA_NChap2_final_00024727-RA,NChap2_final_00024727-RA,NChap2_final_00024727-RA,X,Y,249412181,14488732,249413062,14489613,X_TX_00024727,TX_00024727,NA,NA,881,5
11065,NChap2_final_00024728-RA_NChap2_final_00024728-RA,NChap2_final_00024728-RA,NChap2_final_00024728-RA,X,Y,249481959,14437528,249483908,14439477,X_TX_00024728,TX_00024728,NA,NA,1949,0
11067,NChap2_final_00028143-RA_NChap2_final_00028143-RA,NChap2_final_00028143-RA,NChap2_final_00028143-RA,X,Y,249495432,14424612,249496830,14426009,X_TX_00028143,TX_00028143,NA,NA,1397,87
11069,NChap2_final_00024729-RA_NChap2_final_00024729-RA,NChap2_final_00024729-RA,NChap2_final_00024729-RA,X,Y,249517623,14402157,249519272,14403823,X_TX_00024729,TX_00024729,NA,NA,1666,0
11070,NChap2_final_00024730-RA_NChap2_final_00024730-RA,NChap2_final_00024730-RA,NChap2_final_00024730-RA,X,Y,249545593,14366877,249559363,14375828,X_TX_00024730,TX_00024730,NA,NA,8951,0
11072,NChap2_final_00024731-RA_NChap2_final_00024731-RA,NChap2_final_00024731-RA,NChap2_final_00024731-RA,X,Y,249573514,14352768,249575653,14354908,X_TX_00024731,TX_00024731,NA,NA,2140,71
11073,NChap2_final_00024732-RA_NChap2_final_00024732-RA,NChap2_final_00024732-RA,NChap2_final_00024732-RA,X,Y,249579742,14344366,249582930,14347550,X_TX_00024732,TX_00024732,NA,NA,3184,5667
11075,NChap2_final_00024733-RA_NChap2_final_00024733-RA,NChap2_final_00024733-RA,NChap2_final_00024733-RA,X,Y,249587274,14338783,249588667,14339771,X_TX_00024733,TX_00024733,NA,NA,988,55
11077,NChap2_final_00024735-RA_NChap2_final_00024735-RA,NChap2_final_00024735-RA,NChap2_final_00024735-RA,X,Y,249610456,14305894,249619212,14318563,X_TX_00024735,TX_00024735,NA,NA,12669,1046
11078,NChap2_final_00024736-RA_NChap2_final_00024736-RA,NChap2_final_00024736-RA,NChap2_final_00024736-RA,X,Y,249631097,14280851,249632144,14282143,X_TX_00024736,TX_00024736,NA,NA,1292,40
11080,NChap2_final_00024737-RA_NChap2_final_00024737-RA,NChap2_final_00024737-RA,NChap2_final_00024737-RA,X,Y,249637107,14264766,249654284,14267260,X_TX_00024737,TX_00024737,NA,NA,2494,565
11083,NChap2_final_00024738-RA_NChap2_final_00024738-RA,NChap2_final_00024738-RA,NChap2_final_00024738-RA,X,Y,249655674,14231361,249675012,14263497,X_TX_00024738,TX_00024738,NA,NA,32136,2582
11084,NChap2_final_00006728-RA_NChap2_final_00006728-RA,NChap2_final_00006728-RA,NChap2_final_00006728-RA,X,Y,249666624,14238517,249667851,14239744,X_TX_00006728,TX_00006728,NA,NA,1227,0
